en	sentence1	sentence2	label
amongst others present on the occasion were mr surinderpal singh, mr gurdev singh, mr sajjan singh, mr gurmel singh and mr shamsher singh khaira.	 ಉಳಿದಂತೆ ಈ ಸಂದರ್ಭದಲ್ಲಿ ಶ್ರೀ ಗುರುದೇವ್ ಸಿಂಗ್, ಶ್ರೀ ಸುರೀಂದರ್ ಪಾಲ್ ಸಿಂಗ್, ಶ್ರೀ ಸಜ್ಜನ್ ಸಿಂಗ್, ಶ್ರೀ ಗುರ್ಮೆಲ್ ಸಿಂಗ್ ಖೈರಾ ಮತ್ತಿತರರು ಉಪಸ್ಥಿತರಿದ್ದರು.	ಉಳಿದಂತೆ ಈ ಸಂದರ್ಭದಲ್ಲಿ  ಶ್ರೀ ಸಜ್ಜನ್ ಸಿಂಗ್, ಶ್ರೀ ಗುರ್ಮೆಲ್ ಸಿಂಗ್ ಖೈರಾ , ಶ್ರೀ ಗುರುದೇವ್ ಸಿಂಗ್, ಶ್ರೀ ಸುರೀಂದರ್ ಪಾಲ್ ಸಿಂಗ್,ಮತ್ತಿತರರು ಹಾಜರಿದ್ದರು.	1
amongst others present on the occasion were mr surinderpal singh, mr gurdev singh, mr sajjan singh, mr gurmel singh and mr shamsher singh khaira.	 ಉಳಿದಂತೆ ಈ ಸಂದರ್ಭದಲ್ಲಿ ಶ್ರೀ ಗುರುದೇವ್ ಸಿಂಗ್, ಶ್ರೀ ಸುರೀಂದರ್ ಪಾಲ್ ಸಿಂಗ್, ಶ್ರೀ ಸಜ್ಜನ್ ಸಿಂಗ್, ಶ್ರೀ ಗುರ್ಮೆಲ್ ಸಿಂಗ್ ಖೈರಾ ಮತ್ತಿತರರು ಉಪಸ್ಥಿತರಿದ್ದರು.	 ಉಳಿದಂತೆ ಈ ಸಂದರ್ಭದಲ್ಲಿ ಶ್ರೀ ಗುರುದೇವ್ ಸಿಂಗ್, ಶ್ರೀ ಸುರೀಂದರ್ ಪಾಲ್ ಸಿಂಗ್, ಶ್ರೀ ಸಜ್ಜನ್ ಸಿಂಗ್, ಶ್ರೀ ಗುರ್ಮೆಲ್ ಸಿಂಗ್ ಖೈರಾ ಮತ್ತಿತರರು ಅನುಪಸ್ಥಿತರಿದ್ದರು.	0
alongside mahesh, the movie also featured actors shruti haasan, rajendra prasad and jagapati babu in prominent roles.	ಮಹೇಶ್  ಅವರ ಜೊತೆಗೆ, ಶ್ರುತಿ ಹಾಸನ್, ರಾಜೇಂದ್ರ ಪ್ರಸಾದ್ ಮತ್ತು ಜಗಪತಿ ಬಾಬು ಕೂಡ ಈ ಚಿತ್ರದ ಪ್ರಮುಖ ಪಾತ್ರಗಳಲ್ಲಿ ನಟಿಸಿದ್ದಾರೆ.	ಈ ಚಿತ್ರದ ಪ್ರಮುಖ ಪಾತ್ರಗಳಲ್ಲಿ  ಮಹೇಶ್ ಅವರ ಜೊತೆಗೆ, ಶ್ರುತಿ ಹಾಸನ್, ರಾಜೇಂದ್ರ ಪ್ರಸಾದ್ ಮತ್ತು ಜಗಪತಿ ಬಾಬು ಕೂಡ  ನಟಿಸಿದ್ದಾರೆ.	1
alongside mahesh, the movie also featured actors shruti haasan, rajendra prasad and jagapati babu in prominent roles.	ಮಹೇಶ್  ಅವರ ಜೊತೆಗೆ, ಶ್ರುತಿ ಹಾಸನ್, ರಾಜೇಂದ್ರ ಪ್ರಸಾದ್ ಮತ್ತು ಜಗಪತಿ ಬಾಬು ಕೂಡ ಈ ಚಿತ್ರದ ಪ್ರಮುಖ ಪಾತ್ರಗಳಲ್ಲಿ ನಟಿಸಿದ್ದಾರೆ.	ಮಹೇಶ್ ಅವರ ಜೊತೆಗೆ, ಶ್ರುತಿ ಹಾಸನ್, ರಾಜೇಂದ್ರ ಪ್ರಸಾದ್ ಮತ್ತು ಜಗಪತಿ ಬಾಬು ಕೂಡ ಈ ಚಿತ್ರದ ಪೋಷಕ ಪಾತ್ರಗಳಲ್ಲಿ ನಟಿಸಿದ್ದಾರೆ.	0
the state government has appointed a committee under industries minister narayan rane to discuss reservation for marathas.	ಮರಾಠರ ಮೀಸಲಾತಿಯನ್ನು ಕುರಿತು ಚರ್ಚಿಸಲು ರಾಜ್ಯ ಸರ್ಕಾರವು ಕೈಗಾರಿಕಾ ಸಚಿವ ನಾರಾಯಣ ರಾಣೆ ಅವರ ನೇತೃತ್ವದಲ್ಲಿ ಸಮಿತಿಯೊಂದನ್ನು ರಚಿಸಿದೆ.	ಕೈಗಾರಿಕಾ ಸಚಿವ ನಾರಾಯಣ ರಾಣೆ ಅವರ ನೇತೃತ್ವದಲ್ಲಿ ರಾಜ್ಯ ಸರ್ಕಾರದಿಂದ ರಚಿತವಾದ ಸಮಿತಿಯೊಂದು ಮರಾಠರ ಮೀಸಲಾತಿಯನ್ನು ಕುರಿತು ಚರ್ಚಿಸುತ್ತದೆ.	1
the state government has appointed a committee under industries minister narayan rane to discuss reservation for marathas.	ಮರಾಠರ ಮೀಸಲಾತಿಯನ್ನು ಕುರಿತು ಚರ್ಚಿಸಲು ರಾಜ್ಯ ಸರ್ಕಾರವು ಕೈಗಾರಿಕಾ ಸಚಿವ ನಾರಾಯಣ ರಾಣೆ ಅವರ ನೇತೃತ್ವದಲ್ಲಿ ಸಮಿತಿಯೊಂದನ್ನು ರಚಿಸಿದೆ.	ಮರಾಠರ ಮೀಸಲಾತಿಯನ್ನು ಕುರಿತು ಚರ್ಚಿಸಲು ಕೇಂದ್ರ ಸರ್ಕಾರವು ಕೈಗಾರಿಕಾ ಸಚಿವ ನಾರಾಯಣ ರಾಣೆ ಅವರ ನೇತೃತ್ವದಲ್ಲಿ ಸಮಿತಿಯೊಂದನ್ನು ರಚಿಸಿದೆ.	0
the amavasya tithi (new moon day) in the month of magha is referred to as maghi amavasya or mauni amavasya.	ಮಾಘ ಮಾಸದ ಅಮಾವಾಸ್ಯೆಯನ್ನು ಮಾಘಿ ಅಮಾವಾಸ್ಯೆ ಅಥವಾ ಮೌನಿ ಅಮಾವಾಸ್ಯೆ ಎಂದು ಕರೆಯಲಾಗುತ್ತದೆ.	ಮಾಘಿ ಅಮಾವಾಸ್ಯೆ ಅಥವಾ ಮೌನಿ ಅಮಾವಾಸ್ಯೆ ಎಂಬ ಹೆಸರಗಳೂ ಮಾಘ ಮಾಸದ ಅಮಾವಾಸ್ಯೆಗಿವೆ  .	1
the amavasya tithi (new moon day) in the month of magha is referred to as maghi amavasya or mauni amavasya.	ಮಾಘ ಮಾಸದ ಅಮಾವಾಸ್ಯೆಯನ್ನು ಮಾಘಿ ಅಮಾವಾಸ್ಯೆ ಅಥವಾ ಮೌನಿ ಅಮಾವಾಸ್ಯೆ ಎಂದು ಕರೆಯಲಾಗುತ್ತದೆ.	ಶ್ರಾವಣ ಮಾಸದ ಅಮಾವಾಸ್ಯೆಯನ್ನು ಮಾಘಿ ಅಮಾವಾಸ್ಯೆ ಅಥವಾ ಮೌನಿ ಅಮಾವಾಸ್ಯೆ ಎಂದು ಕರೆಯಲಾಗುತ್ತದೆ.	0
this is the first time ever that such a tournament is being organised in india.	ಇದೇ ಮೊದಲ ಬಾರಿಗೆ ಭಾರತದಲ್ಲಿ ಈ ರೀತಿಯ ಪಂದ್ಯಾವಳಿಯನ್ನು ಆಯೋಜಿಸಲಾಗಿದೆ.	ಭಾರತವು ಇಂತಹ ಒಂದು ಪಂದ್ಯಾವಳಿಯನ್ನು ಪ್ರಥಮಬಾರಿಗೆ ಆಯೋಜಿಸಿದೆ.	1
this is the first time ever that such a tournament is being organised in india.	ಇದೇ ಮೊದಲ ಬಾರಿಗೆ ಭಾರತದಲ್ಲಿ ಈ ರೀತಿಯ ಪಂದ್ಯಾವಳಿಯನ್ನು ಆಯೋಜಿಸಲಾಗಿದೆ.	ಇದೇ ಮೊದಲ ಬಾರಿಗೆ ಭಾರತದಲ್ಲಿ ಈ ರೀತಿಯ ಪಂದ್ಯಾವಳಿಯನ್ನು ಆಯೋಜಿಸಲಾಗಿಲ್ಲ.	0
mlas pargat singh, sushil kumar rinku, rajinder beri, chaudhary surinder singh and hardev singh laddi were also present in the meeting.	 ಶಾಸಕರಾದ ಪಾರ್ಗತ್‌ ಸಿಂಗ್ ಸುಶೀಲ್ ಕುಮಾರ್ ರಿಂಕು, ರಾಜೇಂದರ್ ಬೇರಿ, ಚೌಧರಿ ಸುರಿಂದರ್ ಸಿಂಗ್, ಹರದೇವ್ ಸಿಂಗ್ ಲಡಿ‌ ಅವರೆಲ್ಲ ಕೂಡ ಉಪಸ್ಥಿತರಿದ್ದರು.	ಪಾರ್ಗತ್‌ ಸಿಂಗ್ ಸುಶೀಲ್ ಕುಮಾರ್ ರಿಂಕು, ರಾಜೇಂದರ್ ಬೇರಿ, ಚೌಧರಿ ಸುರಿಂದರ್ ಸಿಂಗ್, ಹರದೇವ್ ಸಿಂಗ್ ಲಡಿ‌ ಮುಂತಾದ  ಶಾಸಕರು ಕೂಡ ಉಪಸ್ಥಿತರಿದ್ದರು.	1
mlas pargat singh, sushil kumar rinku, rajinder beri, chaudhary surinder singh and hardev singh laddi were also present in the meeting.	 ಶಾಸಕರಾದ ಪಾರ್ಗತ್‌ ಸಿಂಗ್ ಸುಶೀಲ್ ಕುಮಾರ್ ರಿಂಕು, ರಾಜೇಂದರ್ ಬೇರಿ, ಚೌಧರಿ ಸುರಿಂದರ್ ಸಿಂಗ್, ಹರದೇವ್ ಸಿಂಗ್ ಲಡಿ‌ ಅವರೆಲ್ಲ ಕೂಡ ಉಪಸ್ಥಿತರಿದ್ದರು.	 ಶಾಸಕರಾದ ಪಾರ್ಗತ್‌ ಸಿಂಗ್ ಸುಶೀಲ್ ಕುಮಾರ್ ರಿಂಕು, ರಾಜೇಂದರ್ ಬೇರಿ, ಚೌಧರಿ ಸುರಿಂದರ್ ಸಿಂಗ್, ಹರದೇವ್ ಸಿಂಗ್ ಲಡಿ‌ ಅವರೆಲ್ಲ ಕೂಡ ಅನುಪಸ್ಥಿತರಿದ್ದರು.	0
the karnataka government has gone on appeal against the high court order in the supreme court.	ಕರ್ನಾಟಕ ಸರ್ಕಾರವು ಉಚ್ಚ ನ್ಯಾಯಾಲದ ತೀರ್ಪಿನ ವಿರುದ್ಧ ಸರ್ವೋಚ್ಚ ನ್ಯಾಯಾಲದಲ್ಲಿ ಮೇಲ್ಮನವಿ ಸಲ್ಲಿಸಿದೆ.	ಉಚ್ಚ ನ್ಯಾಯಾಲದ ತೀರ್ಪನ್ನು ಪ್ರಶ್ನಿಸಿ ಕರ್ನಾಟಕ ಸರ್ಕಾರವು  ವಿರುದ್ಧ ಸರ್ವೋಚ್ಚ ನ್ಯಾಯಾಲದ ಮೆಟ್ಟಿಲೇರಿದೆ.	1
the karnataka government has gone on appeal against the high court order in the supreme court.	ಕರ್ನಾಟಕ ಸರ್ಕಾರವು ಉಚ್ಚ ನ್ಯಾಯಾಲದ ತೀರ್ಪಿನ ವಿರುದ್ಧ ಸರ್ವೋಚ್ಚ ನ್ಯಾಯಾಲದಲ್ಲಿ ಮೇಲ್ಮನವಿ ಸಲ್ಲಿಸಿದೆ.	ಕರ್ನಾಟಕ ಸರ್ಕಾರವು ಉಚ್ಚ ನ್ಯಾಯಾಲದ ತೀರ್ಪಿನ ವಿರುದ್ಧ ಸರ್ವೋಚ್ಚ ನ್ಯಾಯಾಲದಲ್ಲಿ ಮೇಲ್ಮನವಿ ಸಲ್ಲಿಸಿಲ್ಲ.	0
the ldf will not protect those who commit wrong deed, said state cpi (m) secretary kodiyeri balakrishnan.	ತಪ್ಪು ಮಾಡುವವರನ್ನು ಎಲ್‌ಡಿ ಎಫ್ ರಕ್ಷಿಸುವುದಿಲ್ಲ ಎಂದು ರಾಜ್ಯದ ಸಿಪಿಐ (ಎಂ) ಕಾರ್ಯದರ್ಶಿ ಕೊಡಿಯೇರಿ ಬಾಲಕೃಷ್ಣನ್ ಹೇಳಿದ್ದಾರೆ.	ರಾಜ್ಯದ ಸಿಪಿಐ (ಎಂ) ಕಾರ್ಯದರ್ಶಿ ಕೊಡಿಯೇರಿ ಬಾಲಕೃಷ್ಣನ್  ಎಲ್‌ಡಿಎಫ್  ತಪ್ಪು ಮಾಡುವವರನ್ನು ರಕ್ಷಿಸುತ್ತದೆ ಎಂಬ  ಭಾವನೆಬೇಡ  ಎಂದು ಹೇಳಿದ್ದಾರೆ.	1
the ldf will not protect those who commit wrong deed, said state cpi (m) secretary kodiyeri balakrishnan.	ತಪ್ಪು ಮಾಡುವವರನ್ನು ಎಲ್‌ಡಿ ಎಫ್ ರಕ್ಷಿಸುವುದಿಲ್ಲ ಎಂದು ರಾಜ್ಯದ ಸಿಪಿಐ (ಎಂ) ಕಾರ್ಯದರ್ಶಿ ಕೊಡಿಯೇರಿ ಬಾಲಕೃಷ್ಣನ್ ಹೇಳಿದ್ದಾರೆ.	ತಪ್ಪು ಮಾಡುವವರನ್ನು ಎಲ್‌ಡಿಎಫ್ ರಕ್ಷಿಸುವುದಿಲ್ಲ ಎಂದು ಕೇಂದ್ರದ ಸಿಪಿಐ (ಎಂ) ಕಾರ್ಯದರ್ಶಿ ಕೊಡಿಯೇರಿ ಬಾಲಕೃಷ್ಣನ್ ಹೇಳಿದ್ದಾರೆ.	0
bihar deputy chief minister sushil kumar modi has also filed a defamation case in patna against rahul gandhi for his speech.	ಬಿಹಾರದ ಉಪ ಮುಖ್ಯಮಂತ್ರಿ ಸುಶೀಲ್ ಕುಮಾರ್ ಮೋದಿ  ಸಹ ರಾಹುಲ್ ಗಾಂಧಿಯವರ ಮಾತಿಗಾಗಿ ಆತನ ವಿರುದ್ಧ ಪಟ್ನಾದಲ್ಲಿ ಮಾನನಷ್ಟ ಮೊಕದ್ದಮೆ ಹೂಡಿದ್ದಾರೆ.	ಆತನ ಮಾತಿಗಾಗಿ ಬಿಹಾರದ ಉಪ ಮುಖ್ಯಮಂತ್ರಿ ಸುಶೀಲ್ ಕುಮಾರ್ ಮೋದಿ ಕೂಡ  ರಾಹುಲ್ ಗಾಂಧಿಯವರ ವಿರುದ್ಧ ಪಟ್ನಾದಲ್ಲಿ ಮಾನನಷ್ಟ ಮೊಕದ್ದಮೆ ಹೂಡಿದ್ದಾರೆ.	1
bihar deputy chief minister sushil kumar modi has also filed a defamation case in patna against rahul gandhi for his speech.	ಬಿಹಾರದ ಉಪ ಮುಖ್ಯಮಂತ್ರಿ ಸುಶೀಲ್ ಕುಮಾರ್ ಮೋದಿ  ಸಹ ರಾಹುಲ್ ಗಾಂಧಿಯವರ ಮಾತಿಗಾಗಿ ಆತನ ವಿರುದ್ಧ ಪಟ್ನಾದಲ್ಲಿ ಮಾನನಷ್ಟ ಮೊಕದ್ದಮೆ ಹೂಡಿದ್ದಾರೆ.	ರಾಹುಲ್ ಗಾಂಧಿ ಸಹ ಬಿಹಾರದ ಉಪ ಮುಖ್ಯಮಂತ್ರಿ ಸುಶೀಲ್ ಕುಮಾರ್ ಮೋದಿಯವರ ಮಾತಿಗಾಗಿ ಆತನ ವಿರುದ್ಧ ಪಟ್ನಾದಲ್ಲಿ ಮಾನನಷ್ಟ ಮೊಕದ್ದಮೆ ಹೂಡಿದ್ದಾರೆ.	0
we will soon be issuing tenders for setting up of 900 new puc centres in the state.	ರಾಜ್ಯದಲ್ಲಿ 900 ಹೊಸ ಪಿ. ಯು. ಸಿ. ಕೇಂದ್ರಗಳನ್ನು ಸ್ಥಾಪಿಸಲು  ನಾವು ಶೀಘ್ರವೇ ಟೆಂಡರ್ ಹೊರಡಿಸುತ್ತೇವೆ.	ರಾಜ್ಯದಲ್ಲಿ 900 ಹೊಸ ಪಿ. ಯು. ಸಿ. ಕೇಂದ್ರಗಳ ಸ್ಥಾಪನೆಗಾಗಿ  ನಾವು ಶೀಘ್ರವೇ ಟೆಂಡರ್ ಬಿಡುಗಡೆಮಾಡುತ್ತೇವೆ.	1
we will soon be issuing tenders for setting up of 900 new puc centres in the state.	ರಾಜ್ಯದಲ್ಲಿ 900 ಹೊಸ ಪಿ. ಯು. ಸಿ. ಕೇಂದ್ರಗಳನ್ನು ಸ್ಥಾಪಿಸಲು  ನಾವು ಶೀಘ್ರವೇ ಟೆಂಡರ್ ಹೊರಡಿಸುತ್ತೇವೆ.	ರಾಜ್ಯದಲ್ಲಿ 900 ಹೊಸ ಪಿ. ಯು. ಸಿ. ಕೇಂದ್ರಗಳನ್ನು ಸ್ಥಾಪಿಸಲು  ಅವರು ಶೀಘ್ರವೇ ಟೆಂಡರ್ ಹೊರಡಿಸುತ್ತಾರೆ.	0
the council of ministers met at the state secretariat under chairmanship of chief minister naveen patnaik.	ಮುಖ್ಯಮಂತ್ರಿ ನವೀನ್ ಪಟ್ನಾಯಕ್ ಅವರ ಅಧ್ಯಕ್ಷತೆಯಲ್ಲಿ ರಾಜ್ಯ ಸಚಿವಾಲಯದಲ್ಲಿ ಮಂತ್ರಿ ಪರಿಷತ್ತಿನ ಸಭೆ ನಡೆಯಿತು.	ರಾಜ್ಯ ಸಚಿವಾಲಯದಲ್ಲಿ ಸವಿವ ಸಂಪುಟದ ಸಭೆ ಮುಖ್ಯಮಂತ್ರಿ ನವೀನ್ ಪಟ್ನಾಯಕ್ ಅವರ ಅಧ್ಯಕ್ಷತೆಯಲ್ಲಿ ಜರುಗಿತು.	1
the council of ministers met at the state secretariat under chairmanship of chief minister naveen patnaik.	ಮುಖ್ಯಮಂತ್ರಿ ನವೀನ್ ಪಟ್ನಾಯಕ್ ಅವರ ಅಧ್ಯಕ್ಷತೆಯಲ್ಲಿ ರಾಜ್ಯ ಸಚಿವಾಲಯದಲ್ಲಿ ಮಂತ್ರಿ ಪರಿಷತ್ತಿನ ಸಭೆ ನಡೆಯಿತು.	ಮುಖ್ಯಮಂತ್ರಿ ನವೀನ್ ಪಟ್ನಾಯಕ್ ಅವರ ಅಧ್ಯಕ್ಷತೆಯಲ್ಲಿ ರಾಜ್ಯ ಸಚಿವಾಲಯದಲ್ಲಿ ಮಂತ್ರಿ ಪರಿಷತ್ತಿನ ಸಭೆ ಸ್ಥಗಿತಗೊಂಡಿತು.	0
tejashwi yadav is the youngest son of former bihar chief minister lalu prasad yadav and former cm rabri devi.	ತೇಜಸ್ವಿ ಯಾದವ್ ಬಿಹಾರದ ಮಾಜಿ ಮುಖ್ಯಮಂತ್ರಿ ಲಾಲು ಪ್ರಸಾದ್ ಯಾದವ್ ಮತ್ತು ಮಾಜಿ ಸಿಎಂ ರಬ್ರಿ ದೇವಿ ಅವರ ಕಿರಿಯ ಪುತ್ರ.	ಬಿಹಾರದ ಮಾಜಿ ಮುಖ್ಯಮಂತ್ರ ಜೋಡಿಯಾದ ಲಾಲು ಪ್ರಸಾದ್‌ ಯಾದವ ಹಾಗೂ ರಬ್ರಿ ದೇವಿಯವರ ಮಗ ತೇಜಸ್ವಿ ಯಾದವ್	1
tejashwi yadav is the youngest son of former bihar chief minister lalu prasad yadav and former cm rabri devi.	ತೇಜಸ್ವಿ ಯಾದವ್ ಬಿಹಾರದ ಮಾಜಿ ಮುಖ್ಯಮಂತ್ರಿ ಲಾಲು ಪ್ರಸಾದ್ ಯಾದವ್ ಮತ್ತು ಮಾಜಿ ಸಿಎಂ ರಬ್ರಿ ದೇವಿ ಅವರ ಕಿರಿಯ ಪುತ್ರ.	ತೇಜಸ್ವಿ ಯಾದವ್ ಮತ್ತು  ಬಿಹಾರದ ಮಾಜಿ ಮುಖ್ಯಮಂತ್ರಿ ಲಾಲು ಪ್ರಸಾದ್ ಯಾದವ್ ಅವರ ಕಿರಿಯ ಪುತ್ರಿ ಮಾಜಿ ಸಿಎಂ ರಬ್ರಿ ದೇವಿ .	0
the symptoms include coughing, sore throat, running nose, chill, fever, nausea and vomiting, body ache, and diarrhoea.	ಕೆಮ್ಮು, ಗಂಟಲು ನೋವು, ನೆಗಡಿ, ಚಳಿ,ಜ್ವರ, ವಾಕರಿಕೆ ಮತ್ತು ವಾಂತಿ, ಮೈ ನೋವು ಮತ್ತು ಅತಿಸಾರ ಈ ರೋಗದ ಲಕ್ಷಣಗಳಾಗಿವೆ.	ಈ ರೋಗದಲ್ಲಿ ಕೆಮ್ಮು, ಗಂಟಲು ನೋವು, ನೆಗಡಿ, ಚಳಿ,ಜ್ವರ, ವಾಕರಿಕೆ ಮತ್ತು ವಾಂತಿ, ಮೈ ನೋವು ಮತ್ತು ಅತಿಸಾರದಂತಹ ಲಕ್ಷಣಗಳು ಕಂಡುಬರುತ್ತವೆ.	1
the symptoms include coughing, sore throat, running nose, chill, fever, nausea and vomiting, body ache, and diarrhoea.	ಕೆಮ್ಮು, ಗಂಟಲು ನೋವು, ನೆಗಡಿ, ಚಳಿ,ಜ್ವರ, ವಾಕರಿಕೆ ಮತ್ತು ವಾಂತಿ, ಮೈ ನೋವು ಮತ್ತು ಅತಿಸಾರ ಈ ರೋಗದ ಲಕ್ಷಣಗಳಾಗಿವೆ.	ಕೆಮ್ಮು, ಗಂಟಲು ನೋವು, ನೆಗಡಿ, ಚಳಿ,ಜ್ವರ, ವಾಕರಿಕೆ ಮತ್ತು ವಾಂತಿ, ಮೈ ನೋವು ಮತ್ತು ಅತಿಸಾರ ಈ ರೋಗದ ಲಕ್ಷಣಗಳಲ್ಲ.	0
gurmeet ram rahim: dera sacha sauda chief gurmeet ram rahim is the main accused in the murder of ranjit singh and sirsa journalist ram chander chatterpatti.	ಗುರ್ಮೀತ್ ರಾಮ್ ರಹೀಮ್: ಡೇರಾ ಸಚ್ಚಾ ಸೌದಾದ ಮುಖ್ಯಸ್ಥ ಗುರ್ಮೀತ್ ರಾಮ್ ರಹೀಮನು ರಂಜಿತ್ ಸಿಂಗ್ ಮತ್ತು ಸಿರ್ಸಾ ಪತ್ರಕರ್ತ ರಾಮ್ ಚಂದರ್ ಚಟರ್ಪಟ್ಟಿ ಹತ್ಯೆಯ ಪ್ರಮುಖ ಆರೋಪಿಯಾಗಿದ್ದಾನೆ.	ಗುರ್ಮೀತ್ ರಾಮ್ ರಹೀಮ್: ರಂಜಿತ್ ಸಿಂಗ್ ಮತ್ತು ಸಿರ್ಸಾ ಪತ್ರಕರ್ತ ರಾಮ್ ಚಂದರ್ ಚಟರ್ಪಟ್ಟಿ ಹತ್ಯೆಯ ಪ್ರಮುಖ ಆರೋಪಿಯು ಡೇರಾ ಸಚ್ಚಾ ಸೌದಾದ ಮುಖ್ಯಸ್ಥ ಗುರ್ಮೀತ್ ರಾಮ್ ರಹೀಮ.	1
gurmeet ram rahim: dera sacha sauda chief gurmeet ram rahim is the main accused in the murder of ranjit singh and sirsa journalist ram chander chatterpatti.	ಗುರ್ಮೀತ್ ರಾಮ್ ರಹೀಮ್: ಡೇರಾ ಸಚ್ಚಾ ಸೌದಾದ ಮುಖ್ಯಸ್ಥ ಗುರ್ಮೀತ್ ರಾಮ್ ರಹೀಮನು ರಂಜಿತ್ ಸಿಂಗ್ ಮತ್ತು ಸಿರ್ಸಾ ಪತ್ರಕರ್ತ ರಾಮ್ ಚಂದರ್ ಚಟರ್ಪಟ್ಟಿ ಹತ್ಯೆಯ ಪ್ರಮುಖ ಆರೋಪಿಯಾಗಿದ್ದಾನೆ.	ಗುರ್ಮೀತ್ ರಾಮ್ ರಹೀಮ್: ಡೇರಾ ಸಚ್ಚಾ ಸೌದಾದ ಮುಖ್ಯಸ್ಥ ಗುರ್ಮೀತ್ ರಂಜಿತ್ ಸಿಂಗನು   ರಾಮ್ ರಹೀಮ ಮತ್ತು ಸಿರ್ಸಾ ಪತ್ರಕರ್ತ ರಾಮ್ ಚಂದರ್ ಚಟರ್ಪಟ್ಟಿ ಹತ್ಯೆಯ ಪ್ರಮುಖ ಆರೋಪಿಯಾಗಿದ್ದಾನೆ.	0
new delhi: congress president rahul gandhi launched a scathing attack on prime minister narendra modi over demonetisation.	ನವದೆಹಲಿ (ಪಿಟಿಐ): ನೋಟು ರದ್ದತಿ ವಿಚಾರವಾಗಿ ಪ್ರಧಾನಿ ನರೇಂದ್ರ ಮೋದಿ ವಿರುದ್ಧ ಕಾಂಗ್ರೆಸ್ ಅಧ್ಯಕ್ಷ ರಾಹುಲ್  ಗಾಂಧಿ ತೀವ್ರ ವಾಗ್ದಾಳಿ ನಡೆಸಿದ್ದಾರೆ.	ನವದೆಹಲಿ :  ಕಾಂಗ್ರೆಸ್ ಅಧ್ಯಕ್ಷ ರಾಹುಲ್  ಗಾಂಧಿ  ಅನಾಣ್ಯೀಕರಣದ ವಿಚಾರವಾಗಿ ಪ್ರಧಾನಿ ನರೇಂದ್ರ ಮೋದಿಯವರನ್ನು ತೀವ್ರ ನಿದನೆಗೆ ಗುರಿಮಾಡಿದ್ದಾರೆ .	1
new delhi: congress president rahul gandhi launched a scathing attack on prime minister narendra modi over demonetisation.	ನವದೆಹಲಿ (ಪಿಟಿಐ): ನೋಟು ರದ್ದತಿ ವಿಚಾರವಾಗಿ ಪ್ರಧಾನಿ ನರೇಂದ್ರ ಮೋದಿ ವಿರುದ್ಧ ಕಾಂಗ್ರೆಸ್ ಅಧ್ಯಕ್ಷ ರಾಹುಲ್  ಗಾಂಧಿ ತೀವ್ರ ವಾಗ್ದಾಳಿ ನಡೆಸಿದ್ದಾರೆ.	ನವದೆಹಲಿ (ಪಿಟಿಐ): ನೋಟು ರದ್ದತಿ ವಿಚಾರವಾಗಿ ಪ್ರಧಾನಿ ನರೇಂದ್ರ ಮೋದಿಯವರು  ಕಾಂಗ್ರೆಸ್ ಅಧ್ಯಕ್ಷ ರಾಹುಲ್ ಗಾಂಧಿ  ವಿರುದ್ಧ ತೀವ್ರ  ವಾಗ್ದಾಳಿ ನಡೆಸಿದ್ದಾರೆ.	0
indian captain virat kohli has extended his stay at the top of the icc test rankings for batsmen.	ಭಾರತೀಯ ನಾಯಕ ವಿರಾಟ್ ಕೊಹ್ಲಿ ಐಸಿಸಿ ಟೆಸ್ಟ್ ಶ್ರೇಯಾಂಕದ ಅಗ್ರ ಸ್ಥಾನದಲ್ಲಿ  ಮುಂದುವರಿದಿದ್ದಾರೆ.	ಐಸಿಸಿ ಟೆಸ್ಟ್ ಶ್ರೇಯಾಂಕದ ಅಗ್ರ ಸ್ಥಾನವು ಮತ್ತೆ ಭಾರತೀಯ ನಾಯಕ ವಿರಾಟ್ ಕೊಹ್ಲಿಗೆ  ಸಂದಿದೆ.	1
indian captain virat kohli has extended his stay at the top of the icc test rankings for batsmen.	ಭಾರತೀಯ ನಾಯಕ ವಿರಾಟ್ ಕೊಹ್ಲಿ ಐಸಿಸಿ ಟೆಸ್ಟ್ ಶ್ರೇಯಾಂಕದ ಅಗ್ರ ಸ್ಥಾನದಲ್ಲಿ  ಮುಂದುವರಿದಿದ್ದಾರೆ.	ಭಾರತೀಯ ನಾಯಕ ವಿರಾಟ್ ಕೊಹ್ಲಿ ಐಸಿಸಿ ಟೆಸ್ಟ್ ಶ್ರೇಯಾಂಕದ ಅಗ್ರ ಸ್ಥಾನದಲ್ಲಿ  ಮುಂದುವರಿಯಲಿಲ್ಲ.	0
